date	region	fips	infections	deaths
2020-05-26	South East	7	22172	4388
2020-05-26	South West	8	11598	1709
2020-05-26	East of England	9	20421	3666
2020-05-27	East Midlands	1	15694	2504
2020-05-27	North West	2	36458	5377
2020-05-27	North East	3	13995	1949
2020-05-27	London	4	32097	6044
2020-05-27	Yorkshire and The Humber	5	22883	3098
2020-05-27	West Midlands	6	22366	4220
2020-05-27	South East	7	22366	4413
2020-05-27	South West	8	11701	1717
2020-05-27	East of England	9	20571	3685
2020-05-28	East Midlands	1	15885	2523
2020-05-28	North West	2	36781	5417
2020-05-28	North East	3	14044	1961
2020-05-28	London	4	32172	6053
2020-05-28	Yorkshire and The Humber	5	23157	3125
2020-05-28	West Midlands	6	22521	4236
2020-05-28	South East	7	22521	4435
2020-05-28	South West	8	11816	1729
2020-05-28	East of England	9	20735	3710
2020-05-29	East Midlands	1	16056	2533
2020-05-29	North West	2	37085	5444
2020-05-29	North East	3	14114	1982
2020-05-29	London	4	32228	6058
2020-05-29	Yorkshire and The Humber	5	23356	3145
2020-05-29	West Midlands	6	22675	4252
2020-05-29	South East	7	22675	4459
2020-05-29	South West	8	11891	1740
2020-05-29	East of England	9	20895	3738
2020-05-30	East Midlands	1	16195	2550
2020-05-30	North West	2	37300	5472
2020-05-30	North East	3	14160	1990
2020-05-30	London	4	32267	6065
2020-05-30	Yorkshire and The Humber	5	23521	3172
2020-05-30	West Midlands	6	22789	4261
2020-05-30	South East	7	22789	4482
2020-05-30	South West	8	11942	1747
2020-05-30	East of England	9	20978	3755
2020-05-31	East Midlands	1	16346	2564
2020-05-31	North West	2	37533	5490
2020-05-31	North East	3	14206	1998
2020-05-31	London	4	32305	6070
2020-05-31	Yorkshire and The Humber	5	23698	3193
2020-05-31	West Midlands	6	22867	4274
2020-05-31	South East	7	22867	4501
2020-05-31	South West	8	12004	1751
2020-05-31	East of England	9	21039	3765
2020-06-01	East Midlands	1	16563	2581
2020-06-01	North West	2	37793	5513
2020-06-01	North East	3	14276	2001
2020-06-01	London	4	32355	6075
2020-06-01	Yorkshire and The Humber	5	23890	3218
2020-06-01	West Midlands	6	22991	4280
2020-06-01	South East	7	22991	4520
2020-06-01	South West	8	12056	1759
2020-06-01	East of England	9	21179	3781
2020-06-02	East Midlands	1	16781	2593
2020-06-02	North West	2	38078	5539
2020-06-02	North East	3	14335	2015
2020-06-02	London	4	32404	6082
2020-06-02	Yorkshire and The Humber	5	24086	3241
2020-06-02	West Midlands	6	23116	4299
2020-06-02	South East	7	23116	4546
2020-06-02	South West	8	12108	1764
2020-06-02	East of England	9	21309	3800
2020-06-03	East Midlands	1	16954	2612
2020-06-03	North West	2	38332	5568
2020-06-03	North East	3	14386	2023
2020-06-03	London	4	32483	6088
2020-06-03	Yorkshire and The Humber	5	24292	3261
2020-06-03	West Midlands	6	23240	4310
2020-06-03	South East	7	23240	4567
2020-06-03	South West	8	12176	1773
2020-06-03	East of England	9	21432	3814
2020-06-04	East Midlands	1	17097	2627
2020-06-04	North West	2	38571	5598
2020-06-04	North East	3	14445	2032
2020-06-04	London	4	32541	6094
2020-06-04	Yorkshire and The Humber	5	24470	3275
2020-06-04	West Midlands	6	23376	4318
2020-06-04	South East	7	23376	4586
2020-06-04	South West	8	12241	1778
2020-06-04	East of England	9	21525	3829
2020-06-05	East Midlands	1	17251	2635
2020-06-05	North West	2	38777	5622
2020-06-05	North East	3	14487	2044
2020-06-05	London	4	32586	6096
2020-06-05	Yorkshire and The Humber	5	24625	3287
2020-06-05	West Midlands	6	23478	4334
2020-06-05	South East	7	23478	4602
2020-06-05	South West	8	12292	1780
2020-06-05	East of England	9	21636	3845
2020-06-06	East Midlands	1	17356	2651
2020-06-06	North West	2	38911	5651
2020-06-06	North East	3	14515	2046
2020-06-06	London	4	32632	6099
2020-06-06	Yorkshire and The Humber	5	24746	3305
2020-06-06	West Midlands	6	23556	4341
2020-06-06	South East	7	23556	4613
2020-06-06	South West	8	12316	1783
2020-06-06	East of England	9	21729	3854
2020-06-07	East Midlands	1	17483	2663
2020-06-07	North West	2	39040	5678
2020-06-07	North East	3	14532	2055
2020-06-07	London	4	32677	6104
2020-06-07	Yorkshire and The Humber	5	24896	3317
2020-06-07	West Midlands	6	23620	4351
2020-06-07	South East	7	23620	4628
2020-06-07	South West	8	12335	1794
2020-06-07	East of England	9	21775	3865
2020-06-08	East Midlands	1	17657	2679
2020-06-08	North West	2	39207	5706
2020-06-08	North East	3	14567	2062
2020-06-08	London	4	32733	6112
2020-06-08	Yorkshire and The Humber	5	25084	3329
2020-06-08	West Midlands	6	23739	4364
2020-06-08	South East	7	23739	4640
2020-06-08	South West	8	12358	1798
2020-06-08	East of England	9	21868	3877
2020-06-09	East Midlands	1	17834	2692
2020-06-09	North West	2	39424	5724
2020-06-09	North East	3	14606	2065
2020-06-09	London	4	32804	6114
2020-06-09	Yorkshire and The Humber	5	25256	3342
2020-06-09	West Midlands	6	23840	4373
2020-06-09	South East	7	23840	4657
2020-06-09	South West	8	12383	1799
2020-06-09	East of England	9	21998	3885
2020-06-10	East Midlands	1	18000	2703
2020-06-10	North West	2	39646	5742
2020-06-10	North East	3	14642	2071
2020-06-10	London	4	32856	6119
2020-06-10	Yorkshire and The Humber	5	25483	3360
2020-06-10	West Midlands	6	23932	4379
2020-06-10	South East	7	23932	4672
2020-06-10	South West	8	12414	1803
2020-06-10	East of England	9	22116	3899
2020-06-11	East Midlands	1	18181	2721
2020-06-11	North West	2	39821	5758
2020-06-11	North East	3	14665	2074
2020-06-11	London	4	32903	6124
2020-06-11	Yorkshire and The Humber	5	25680	3370
2020-06-11	West Midlands	6	24025	4381
2020-06-11	South East	7	24025	4681
2020-06-11	South West	8	12439	1807
2020-06-11	East of England	9	22187	3903
2020-06-12	East Midlands	1	18355	2733
2020-06-12	North West	2	39989	5775
2020-06-12	North East	3	14705	2078
2020-06-12	London	4	32957	6129
2020-06-12	Yorkshire and The Humber	5	25927	3380
2020-06-12	West Midlands	6	24104	4388
2020-06-12	South East	7	24104	4689
2020-06-12	South West	8	12460	1809
2020-06-12	East of England	9	22252	3911
2020-06-13	East Midlands	1	18489	2738
2020-06-13	North West	2	40117	5788
2020-06-13	North East	3	14737	2079
2020-06-13	London	4	32996	6130
2020-06-13	Yorkshire and The Humber	5	26120	3389
2020-06-13	West Midlands	6	24190	4392
2020-06-13	South East	7	24190	4700
2020-06-13	South West	8	12473	1811
2020-06-13	East of England	9	22342	3917
2020-06-14	East Midlands	1	18633	2750
2020-06-14	North West	2	40265	5803
2020-06-14	North East	3	14767	2082
2020-06-14	London	4	33027	6132
2020-06-14	Yorkshire and The Humber	5	26280	3400
2020-06-14	West Midlands	6	24265	4403
2020-06-14	South East	7	24265	4710
2020-06-14	South West	8	12482	1813
2020-06-14	East of England	9	22415	3925
2020-06-15	East Midlands	1	18800	2758
2020-06-15	North West	2	40429	5818
2020-06-15	North East	3	14799	2082
2020-06-15	London	4	33068	6135
2020-06-15	Yorkshire and The Humber	5	26469	3410
2020-06-15	West Midlands	6	24367	4412
2020-06-15	South East	7	24367	4717
2020-06-15	South West	8	12502	1815
2020-06-15	East of England	9	22527	3932
2020-06-16	East Midlands	1	18960	2764
2020-06-16	North West	2	40639	5837
2020-06-16	North East	3	14817	2088
2020-06-16	London	4	33114	6136
2020-06-16	Yorkshire and The Humber	5	26685	3416
2020-06-16	West Midlands	6	24474	4421
2020-06-16	South East	7	24474	4730
2020-06-16	South West	8	12517	1819
2020-06-16	East of England	9	22636	3936
2020-06-17	East Midlands	1	19124	2770
2020-06-17	North West	2	40823	5851
2020-06-17	North East	3	14836	2088
2020-06-17	London	4	33157	6137
2020-06-17	Yorkshire and The Humber	5	26915	3421
2020-06-17	West Midlands	6	24554	4428
2020-06-17	South East	7	24554	4740
2020-06-17	South West	8	12533	1821
2020-06-17	East of England	9	22713	3945
2020-06-18	East Midlands	1	19292	2782
2020-06-18	North West	2	41002	5865
2020-06-18	North East	3	14859	2092
2020-06-18	London	4	33203	6137
2020-06-18	Yorkshire and The Humber	5	27173	3431
2020-06-18	West Midlands	6	24638	4433
2020-06-18	South East	7	24638	4745
2020-06-18	South West	8	12546	1822
2020-06-18	East of England	9	22796	3950
2020-06-19	East Midlands	1	19445	2791
2020-06-19	North West	2	41172	5873
2020-06-19	North East	3	14873	2092
2020-06-19	London	4	33240	6139
2020-06-19	Yorkshire and The Humber	5	27377	3435
2020-06-19	West Midlands	6	24690	4439
2020-06-19	South East	7	24690	4754
2020-06-19	South West	8	12571	1823
2020-06-19	East of England	9	22870	3958
2020-06-20	East Midlands	1	19588	2803
2020-06-20	North West	2	41290	5884
2020-06-20	North East	3	14890	2094
2020-06-20	London	4	33269	6141
2020-06-20	Yorkshire and The Humber	5	27539	3441
2020-06-20	West Midlands	6	24739	4444
2020-06-20	South East	7	24739	4761
2020-06-20	South West	8	12579	1824
2020-06-20	East of England	9	22901	3966
2020-06-21	East Midlands	1	19718	2810
2020-06-21	North West	2	41391	5891
2020-06-21	North East	3	14894	2099
2020-06-21	London	4	33296	6143
2020-06-21	Yorkshire and The Humber	5	27655	3447
2020-06-21	West Midlands	6	24776	4450
2020-06-21	South East	7	24776	4767
2020-06-21	South West	8	12587	1826
2020-06-21	East of England	9	22958	3972
2020-06-22	East Midlands	1	19895	2817
2020-06-22	North West	2	41551	5901
2020-06-22	North East	3	14918	2103
2020-06-22	London	4	33347	6146
2020-06-22	Yorkshire and The Humber	5	27811	3455
2020-06-22	West Midlands	6	24843	4458
2020-06-22	South East	7	24843	4773
2020-06-22	South West	8	12606	1827
2020-06-22	East of England	9	23032	3983
2020-06-23	East Midlands	1	20064	2823
2020-06-23	North West	2	41680	5921
2020-06-23	North East	3	14944	2106
2020-06-23	London	4	33397	6146
2020-06-23	Yorkshire and The Humber	5	27983	3462
2020-06-23	West Midlands	6	24898	4468
2020-06-23	South East	7	24898	4780
2020-06-23	South West	8	12621	1831
2020-06-23	East of England	9	23076	3987
2020-06-24	East Midlands	1	20236	2836
2020-06-24	North West	2	41840	5935
2020-06-24	North East	3	14955	2108
2020-06-24	London	4	33443	6150
2020-06-24	Yorkshire and The Humber	5	28138	3474
2020-06-24	West Midlands	6	24951	4472
2020-06-24	South East	7	24951	4790
2020-06-24	South West	8	12638	1832
2020-06-24	East of England	9	23137	3994
2020-06-25	East Midlands	1	20362	2848
2020-06-25	North West	2	41967	5950
2020-06-25	North East	3	14967	2111
2020-06-25	London	4	33500	6151
2020-06-25	Yorkshire and The Humber	5	28281	3478
2020-06-25	West Midlands	6	25007	4482
2020-06-25	South East	7	25007	4799
2020-06-25	South West	8	12646	1832
2020-06-25	East of England	9	23175	3997
2020-06-26	East Midlands	1	20476	2853
2020-06-26	North West	2	42071	5956
2020-06-26	North East	3	14975	2112
2020-06-26	London	4	33548	6151
2020-06-26	Yorkshire and The Humber	5	28433	3485
2020-06-26	West Midlands	6	25076	4486
2020-06-26	South East	7	25076	4807
2020-06-26	South West	8	12658	1833
2020-06-26	East of England	9	23235	4001
2020-06-27	East Midlands	1	20563	2859
2020-06-27	North West	2	42164	5964
2020-06-27	North East	3	14989	2114
2020-06-27	London	4	33580	6151
2020-06-27	Yorkshire and The Humber	5	28581	3489
2020-06-27	West Midlands	6	25121	4490
2020-06-27	South East	7	25121	4815
2020-06-27	South West	8	12666	1833
2020-06-27	East of England	9	23255	4008
2020-06-28	East Midlands	1	20641	2863
2020-06-28	North West	2	42259	5975
2020-06-28	North East	3	14998	2116
2020-06-28	London	4	33602	6152
2020-06-28	Yorkshire and The Humber	5	28678	3494
2020-06-28	West Midlands	6	25146	4493
2020-06-28	South East	7	25146	4824
2020-06-28	South West	8	12677	1833
2020-06-28	East of England	9	23280	4014
2020-06-29	East Midlands	1	20770	2868
2020-06-29	North West	2	42382	5985
2020-06-29	North East	3	15008	2116
2020-06-29	London	4	33660	6153
2020-06-29	Yorkshire and The Humber	5	28811	3497
2020-06-29	West Midlands	6	25203	4496
2020-06-29	South East	7	25203	4829
2020-06-29	South West	8	12693	1834
2020-06-29	East of England	9	23328	4020
2020-06-30	East Midlands	1	20899	2873
2020-06-30	North West	2	42485	5994
2020-06-30	North East	3	15019	2116
2020-06-30	London	4	33712	6154
2020-06-30	Yorkshire and The Humber	5	28923	3506
2020-06-30	West Midlands	6	25254	4502
2020-06-30	South East	7	25254	4834
2020-06-30	South West	8	12711	1837
2020-06-30	East of England	9	23361	4025
2020-07-01	East Midlands	1	21019	2877
2020-07-01	North West	2	42609	5998
2020-07-01	North East	3	15026	2116
2020-07-01	London	4	33754	6155
2020-07-01	Yorkshire and The Humber	5	29054	3509
2020-07-01	West Midlands	6	25304	4503
2020-07-01	South East	7	25304	4839
2020-07-01	South West	8	12735	1838
2020-07-01	East of England	9	23400	4028
2020-07-02	East Midlands	1	21124	2881
2020-07-02	North West	2	42711	6003
2020-07-02	North East	3	15035	2117
2020-07-02	London	4	33794	6157
2020-07-02	Yorkshire and The Humber	5	29158	3517
2020-07-02	West Midlands	6	25358	4508
2020-07-02	South East	7	25358	4846
2020-07-02	South West	8	12746	1838
2020-07-02	East of England	9	23462	4036
2020-07-03	East Midlands	1	21232	2882
2020-07-03	North West	2	42808	6009
2020-07-03	North East	3	15043	2117
2020-07-03	London	4	33832	6158
2020-07-03	Yorkshire and The Humber	5	29265	3524
2020-07-03	West Midlands	6	25399	4512
2020-07-03	South East	7	25399	4850
2020-07-03	South West	8	12754	1839
2020-07-03	East of England	9	23522	4038
2020-07-04	East Midlands	1	21316	2884
2020-07-04	North West	2	42878	6013
2020-07-04	North East	3	15052	2118
2020-07-04	London	4	33864	6159
2020-07-04	Yorkshire and The Humber	5	29345	3526
2020-07-04	West Midlands	6	25422	4516
2020-07-04	South East	7	25422	4860
2020-07-04	South West	8	12763	1839
2020-07-04	East of England	9	23564	4045
2020-07-05	East Midlands	1	21443	2888
2020-07-05	North West	2	42993	6017
2020-07-05	North East	3	15056	2118
2020-07-05	London	4	33915	6162
2020-07-05	Yorkshire and The Humber	5	29435	3528
2020-07-05	West Midlands	6	25459	4518
2020-07-05	South East	7	25459	4863
2020-07-05	South West	8	12780	1840
2020-07-05	East of England	9	23600	4050
2020-07-06	East Midlands	1	21581	2891
2020-07-06	North West	2	43136	6028
2020-07-06	North East	3	15067	2118
2020-07-06	London	4	33969	6164
2020-07-06	Yorkshire and The Humber	5	29555	3531
2020-07-06	West Midlands	6	25512	4523
2020-07-06	South East	7	25512	4869
2020-07-06	South West	8	12803	1840
2020-07-06	East of England	9	23656	4053
2020-07-07	East Midlands	1	21689	2893
2020-07-07	North West	2	43230	6033
2020-07-07	North East	3	15079	2118
2020-07-07	London	4	34029	6165
2020-07-07	Yorkshire and The Humber	5	29658	3535
2020-07-07	West Midlands	6	25572	4527
2020-07-07	South East	7	25572	4874
2020-07-07	South West	8	12820	1840
2020-07-07	East of England	9	23695	4058
2020-07-08	East Midlands	1	21799	2895
2020-07-08	North West	2	43346	6037
2020-07-08	North East	3	15091	2118
2020-07-08	London	4	34086	6168
2020-07-08	Yorkshire and The Humber	5	29783	3540
2020-07-08	West Midlands	6	25637	4527
2020-07-08	South East	7	25637	4879
2020-07-08	South West	8	12835	1840
2020-07-08	East of England	9	23771	4060
2020-07-09	East Midlands	1	21894	2900
2020-07-09	North West	2	43477	6044
2020-07-09	North East	3	15109	2118
2020-07-09	London	4	34140	6170
2020-07-09	Yorkshire and The Humber	5	29880	3540
2020-07-09	West Midlands	6	25759	4533
2020-07-09	South East	7	25759	4888
2020-07-09	South West	8	12852	1840
2020-07-09	East of England	9	23825	4066
2020-07-10	East Midlands	1	21993	2902
2020-07-10	North West	2	43564	6048
2020-07-10	North East	3	15119	2118
2020-07-10	London	4	34180	6170
2020-07-10	Yorkshire and The Humber	5	29973	3543
2020-07-10	West Midlands	6	25802	4534
2020-07-10	South East	7	25802	4893
2020-07-10	South West	8	12865	1841
2020-07-10	East of England	9	23874	4071
2020-07-11	East Midlands	1	22087	2904
2020-07-11	North West	2	43643	6053
2020-07-11	North East	3	15126	2118
2020-07-11	London	4	34199	6173
2020-07-11	Yorkshire and The Humber	5	30058	3544
2020-07-11	West Midlands	6	25842	4534
2020-07-11	South East	7	25842	4899
2020-07-11	South West	8	12871	1841
2020-07-11	East of England	9	23917	4074
2020-07-12	East Midlands	1	22133	2906
2020-07-12	North West	2	43698	6055
2020-07-12	North East	3	15128	2118
2020-07-12	London	4	34237	6174
2020-07-12	Yorkshire and The Humber	5	30156	3547
2020-07-12	West Midlands	6	25880	4534
2020-07-12	South East	7	25880	4902
2020-07-12	South West	8	12878	1841
2020-07-12	East of England	9	23952	4075
2020-07-13	East Midlands	1	22237	2907
2020-07-13	North West	2	43803	6060
2020-07-13	North East	3	15137	2118
2020-07-13	London	4	34321	6175
2020-07-13	Yorkshire and The Humber	5	30292	3548
2020-07-13	West Midlands	6	25958	4534
2020-07-13	South East	7	25958	4907
2020-07-13	South West	8	12895	1842
2020-07-13	East of England	9	24016	4082
2020-07-14	East Midlands	1	22326	2909
2020-07-14	North West	2	43913	6066
2020-07-14	North East	3	15149	2118
2020-07-14	London	4	34383	6175
2020-07-14	Yorkshire and The Humber	5	30424	3551
2020-07-14	West Midlands	6	26030	4534
2020-07-14	South East	7	26030	4914
2020-07-14	South West	8	12914	1842
2020-07-14	East of England	9	24097	4084
2020-07-15	East Midlands	1	22440	2913
2020-07-15	North West	2	44059	6071
2020-07-15	North East	3	15165	2118
2020-07-15	London	4	34459	6176
2020-07-15	Yorkshire and The Humber	5	30543	3553
2020-07-15	West Midlands	6	26137	4536
2020-07-15	South East	7	26137	4918
2020-07-15	South West	8	12931	1843
2020-07-15	East of England	9	24152	4085
2020-07-16	East Midlands	1	22532	2917
2020-07-16	North West	2	44209	6073
2020-07-16	North East	3	15180	2118
2020-07-16	London	4	34529	6176
2020-07-16	Yorkshire and The Humber	5	30629	3554
2020-07-16	West Midlands	6	26202	4536
2020-07-16	South East	7	26202	4921
2020-07-16	South West	8	12958	1844
2020-07-16	East of England	9	24214	4086
2020-07-17	East Midlands	1	22612	2919
2020-07-17	North West	2	44318	6077
2020-07-17	North East	3	15190	2119
2020-07-17	London	4	34577	6178
2020-07-17	Yorkshire and The Humber	5	30729	3556
2020-07-17	West Midlands	6	26271	4537
2020-07-17	South East	7	26271	4925
2020-07-17	South West	8	12978	1844
2020-07-17	East of England	9	24265	4088
2020-07-18	East Midlands	1	22675	2920
2020-07-18	North West	2	44425	6080
2020-07-18	North East	3	15194	2119
2020-07-18	London	4	34624	6178
2020-07-18	Yorkshire and The Humber	5	30826	3560
2020-07-18	West Midlands	6	26322	4537
2020-07-18	South East	7	26322	4928
2020-07-18	South West	8	12990	1845
2020-07-18	East of England	9	24293	4090
2020-07-19	East Midlands	1	22723	2923
2020-07-19	North West	2	44518	6082
2020-07-19	North East	3	15201	2120
2020-07-19	London	4	34665	6178
2020-07-19	Yorkshire and The Humber	5	30927	3561
2020-07-19	West Midlands	6	26362	4537
2020-07-19	South East	7	26362	4932
2020-07-19	South West	8	12999	1846
2020-07-19	East of England	9	24315	4092
2020-07-20	East Midlands	1	22806	2925
2020-07-20	North West	2	44683	6084
2020-07-20	North East	3	15212	2120
2020-07-20	London	4	34763	6178
2020-07-20	Yorkshire and The Humber	5	31040	3561
2020-07-20	West Midlands	6	26445	4538
2020-07-20	South East	7	26445	4936
2020-07-20	South West	8	13021	1846
2020-07-20	East of England	9	24396	4095
2020-07-21	East Midlands	1	22874	2930
2020-07-21	North West	2	44840	6087
2020-07-21	North East	3	15226	2120
2020-07-21	London	4	34844	6178
2020-07-21	Yorkshire and The Humber	5	31140	3564
2020-07-21	West Midlands	6	26525	4539
2020-07-21	South East	7	26525	4941
2020-07-21	South West	8	13056	1848
2020-07-21	East of England	9	24462	4095
2020-07-22	East Midlands	1	22962	2930
2020-07-22	North West	2	45048	6092
2020-07-22	North East	3	15242	2120
2020-07-22	London	4	34924	6178
2020-07-22	Yorkshire and The Humber	5	31243	3567
2020-07-22	West Midlands	6	26602	4542
2020-07-22	South East	7	26602	4943
2020-07-22	South West	8	13086	1848
2020-07-22	East of England	9	24516	4098
2020-07-23	East Midlands	1	23056	2931
2020-07-23	North West	2	45231	6095
2020-07-23	North East	3	15250	2120
2020-07-23	London	4	34995	6180
2020-07-23	Yorkshire and The Humber	5	31349	3570
2020-07-23	West Midlands	6	26690	4545
2020-07-23	South East	7	26690	4946
2020-07-23	South West	8	13126	1848
2020-07-23	East of England	9	24567	4099
2020-07-24	East Midlands	1	23139	2931
2020-07-24	North West	2	45389	6096
2020-07-24	North East	3	15256	2120
2020-07-24	London	4	35078	6180
2020-07-24	Yorkshire and The Humber	5	31459	3573
2020-07-24	West Midlands	6	26769	4545
2020-07-24	South East	7	26769	4947
2020-07-24	South West	8	13161	1848
2020-07-24	East of England	9	24646	4100
2020-07-25	East Midlands	1	23183	2933
2020-07-25	North West	2	45526	6099
2020-07-25	North East	3	15261	2120
2020-07-25	London	4	35134	6180
2020-07-25	Yorkshire and The Humber	5	31547	3575
2020-07-25	West Midlands	6	26836	4548
2020-07-25	South East	7	26836	4949
2020-07-25	South West	8	13178	1848
2020-07-25	East of England	9	24674	4101
2020-07-26	East Midlands	1	23221	2937
2020-07-26	North West	2	45684	6102
2020-07-26	North East	3	15267	2120
2020-07-26	London	4	35199	6180
2020-07-26	Yorkshire and The Humber	5	31638	3577
2020-07-26	West Midlands	6	26902	4548
2020-07-26	South East	7	26902	4953
2020-07-26	South West	8	13198	1848
2020-07-26	East of England	9	24700	4102
2020-07-27	East Midlands	1	23313	2938
2020-07-27	North West	2	45873	6104
2020-07-27	North East	3	15276	2120
2020-07-27	London	4	35299	6181
2020-07-27	Yorkshire and The Humber	5	31781	3578
2020-07-27	West Midlands	6	26979	4550
2020-07-27	South East	7	26979	4954
2020-07-27	South West	8	13237	1848
2020-07-27	East of England	9	24765	4104
2020-07-28	East Midlands	1	23390	2939
2020-07-28	North West	2	46071	6106
2020-07-28	North East	3	15281	2120
2020-07-28	London	4	35399	6181
2020-07-28	Yorkshire and The Humber	5	31931	3580
2020-07-28	West Midlands	6	27068	4550
2020-07-28	South East	7	27068	4958
2020-07-28	South West	8	13271	1848
2020-07-28	East of England	9	24820	4105
2020-07-29	East Midlands	1	23498	2940
2020-07-29	North West	2	46357	6110
2020-07-29	North East	3	15302	2120
2020-07-29	London	4	35498	6181
2020-07-29	Yorkshire and The Humber	5	32094	3580
2020-07-29	West Midlands	6	27158	4550
2020-07-29	South East	7	27158	4961
2020-07-29	South West	8	13325	1848
2020-07-29	East of England	9	24887	4105
2020-07-30	East Midlands	1	23609	2941
2020-07-30	North West	2	46578	6114
2020-07-30	North East	3	15317	2120
2020-07-30	London	4	35600	6181
2020-07-30	Yorkshire and The Humber	5	32234	3580
2020-07-30	West Midlands	6	27238	4550
2020-07-30	South East	7	27238	4962
2020-07-30	South West	8	13388	1849
2020-07-30	East of England	9	24939	4106
2020-07-31	East Midlands	1	23684	2941
2020-07-31	North West	2	46756	6115
2020-07-31	North East	3	15329	2120
2020-07-31	London	4	35673	6183
2020-07-31	Yorkshire and The Humber	5	32333	3580
2020-07-31	West Midlands	6	27320	4551
2020-07-31	South East	7	27320	4967
2020-07-31	South West	8	13417	1849
2020-07-31	East of England	9	24971	4107
2020-08-01	East Midlands	1	23753	2941
2020-08-01	North West	2	46914	6116
2020-08-01	North East	3	15338	2120
2020-08-01	London	4	35731	6185
2020-08-01	Yorkshire and The Humber	5	32414	3583
2020-08-01	West Midlands	6	27374	4551
2020-08-01	South East	7	27374	4969
2020-08-01	South West	8	13426	1849
2020-08-01	East of England	9	24993	4108
2020-08-02	East Midlands	1	23807	2943
2020-08-02	North West	2	47081	6118
2020-08-02	North East	3	15354	2120
2020-08-02	London	4	35806	6186
2020-08-02	Yorkshire and The Humber	5	32499	3584
2020-08-02	West Midlands	6	27416	4551
2020-08-02	South East	7	27416	4971
2020-08-02	South West	8	13436	1849
2020-08-02	East of England	9	25029	4108
2020-08-03	East Midlands	1	23915	2944
2020-08-03	North West	2	47379	6128
2020-08-03	North East	3	15373	2120
2020-08-03	London	4	35893	6186
2020-08-03	Yorkshire and The Humber	5	32642	3586
2020-08-03	West Midlands	6	27505	4551
2020-08-03	South East	7	27505	4972
2020-08-03	South West	8	13479	1849
2020-08-03	East of England	9	25097	4108
2020-08-04	East Midlands	1	24003	2946
2020-08-04	North West	2	47658	6130
2020-08-04	North East	3	15393	2120
2020-08-04	London	4	35997	6186
2020-08-04	Yorkshire and The Humber	5	32789	3588
2020-08-04	West Midlands	6	27603	4553
2020-08-04	South East	7	27603	4972
2020-08-04	South West	8	13533	1850
2020-08-04	East of England	9	25152	4109
2020-08-05	East Midlands	1	24118	2946
2020-08-05	North West	2	47919	6131
2020-08-05	North East	3	15423	2120
2020-08-05	London	4	36110	6186
2020-08-05	Yorkshire and The Humber	5	32946	3588
2020-08-05	West Midlands	6	27698	4553
2020-08-05	South East	7	27698	4974
2020-08-05	South West	8	13573	1850
2020-08-05	East of England	9	25205	4109
2020-08-06	East Midlands	1	24231	2946
2020-08-06	North West	2	48198	6134
2020-08-06	North East	3	15447	2120
2020-08-06	London	4	36215	6186
2020-08-06	Yorkshire and The Humber	5	33123	3591
2020-08-06	West Midlands	6	27811	4553
2020-08-06	South East	7	27811	4977
2020-08-06	South West	8	13618	1850
2020-08-06	East of England	9	25249	4109
2020-08-07	East Midlands	1	24321	2946
2020-08-07	North West	2	48439	6137
2020-08-07	North East	3	15462	2120
2020-08-07	London	4	36336	6186
2020-08-07	Yorkshire and The Humber	5	33243	3591
2020-08-07	West Midlands	6	27917	4556
2020-08-07	South East	7	27917	4977
2020-08-07	South West	8	13659	1850
2020-08-07	East of England	9	25317	4110
2020-08-08	East Midlands	1	24394	2947
2020-08-08	North West	2	48654	6143
2020-08-08	North East	3	15474	2120
2020-08-08	London	4	36391	6187
2020-08-08	Yorkshire and The Humber	5	33347	3592
2020-08-08	West Midlands	6	27992	4557
2020-08-08	South East	7	27992	4978
2020-08-08	South West	8	13684	1850
2020-08-08	East of England	9	25361	4110
2020-08-09	East Midlands	1	24465	2947
2020-08-09	North West	2	48813	6147
2020-08-09	North East	3	15489	2120
2020-08-09	London	4	36458	6187
2020-08-09	Yorkshire and The Humber	5	33444	3593
2020-08-09	West Midlands	6	28068	4557
2020-08-09	South East	7	28068	4980
2020-08-09	South West	8	13699	1850
2020-08-09	East of England	9	25384	4111
2020-08-10	East Midlands	1	24676	2949
2020-08-10	North West	2	49171	6149
2020-08-10	North East	3	15510	2120
2020-08-10	London	4	36601	6188
2020-08-10	Yorkshire and The Humber	5	33664	3595
2020-08-10	West Midlands	6	28225	4557
2020-08-10	South East	7	28225	4984
2020-08-10	South West	8	13739	1850
2020-08-10	East of England	9	25451	4111
2020-08-11	East Midlands	1	24853	2951
2020-08-11	North West	2	49480	6152
2020-08-11	North East	3	15555	2121
2020-08-11	London	4	36750	6189
2020-08-11	Yorkshire and The Humber	5	33849	3595
2020-08-11	West Midlands	6	28387	4558
2020-08-11	South East	7	28387	4984
2020-08-11	South West	8	13780	1850
2020-08-11	East of England	9	25499	4113
2020-08-12	East Midlands	1	24971	2952
2020-08-12	North West	2	49755	6154
2020-08-12	North East	3	15594	2121
2020-08-12	London	4	36911	6189
2020-08-12	Yorkshire and The Humber	5	34020	3596
2020-08-12	West Midlands	6	28519	4558
2020-08-12	South East	7	28519	4984
2020-08-12	South West	8	13823	1851
2020-08-12	East of England	9	25565	4114
2020-08-13	East Midlands	1	25080	2953
2020-08-13	North West	2	49993	6156
2020-08-13	North East	3	15647	2121
2020-08-13	London	4	37035	6191
2020-08-13	Yorkshire and The Humber	5	34199	3597
2020-08-13	West Midlands	6	28636	4558
