date	region	fips	infections	deaths
2020-08-13	South East	7	28636	4985
2020-08-13	South West	8	13876	1851
2020-08-13	East of England	9	25626	4114
2020-08-14	East Midlands	1	25168	2953
2020-08-14	North West	2	50229	6157
2020-08-14	North East	3	15678	2121
2020-08-14	London	4	37161	6191
2020-08-14	Yorkshire and The Humber	5	34359	3597
2020-08-14	West Midlands	6	28807	4559
2020-08-14	South East	7	28807	4987
2020-08-14	South West	8	13931	1852
2020-08-14	East of England	9	25694	4115
2020-08-15	East Midlands	1	25222	2953
2020-08-15	North West	2	50384	6164
2020-08-15	North East	3	15697	2122
2020-08-15	London	4	37268	6191
2020-08-15	Yorkshire and The Humber	5	34467	3598
2020-08-15	West Midlands	6	28902	4560
2020-08-15	South East	7	28902	4988
2020-08-15	South West	8	13955	1852
2020-08-15	East of England	9	25725	4115
2020-08-16	East Midlands	1	25280	2953
2020-08-16	North West	2	50501	6165
2020-08-16	North East	3	15708	2122
2020-08-16	London	4	37356	6191
2020-08-16	Yorkshire and The Humber	5	34546	3599
2020-08-16	West Midlands	6	28975	4560
2020-08-16	South East	7	28975	4989
2020-08-16	South West	8	13992	1852
2020-08-16	East of England	9	25752	4115
2020-08-17	East Midlands	1	25417	2953
2020-08-17	North West	2	50783	6168
2020-08-17	North East	3	15740	2123
2020-08-17	London	4	37545	6193
2020-08-17	Yorkshire and The Humber	5	34672	3602
2020-08-17	West Midlands	6	29113	4560
2020-08-17	South East	7	29113	4989
2020-08-17	South West	8	14040	1854
2020-08-17	East of England	9	25815	4116
2020-08-18	East Midlands	1	25494	2953
2020-08-18	North West	2	50973	6170
2020-08-18	North East	3	15776	2124
2020-08-18	London	4	37726	6194
2020-08-18	Yorkshire and The Humber	5	34794	3602
2020-08-18	West Midlands	6	29223	4560
2020-08-18	South East	7	29223	4990
2020-08-18	South West	8	14098	1854
2020-08-18	East of England	9	25874	4118
2020-08-19	East Midlands	1	25595	2953
2020-08-19	North West	2	51227	6171
2020-08-19	North East	3	15824	2124
2020-08-19	London	4	37879	6194
2020-08-19	Yorkshire and The Humber	5	34933	3602
2020-08-19	West Midlands	6	29341	4560
2020-08-19	South East	7	29341	4990
2020-08-19	South West	8	14165	1854
2020-08-19	East of England	9	25937	4118
2020-08-20	East Midlands	1	25695	2954
2020-08-20	North West	2	51451	6172
2020-08-20	North East	3	15867	2124
2020-08-20	London	4	38083	6195
2020-08-20	Yorkshire and The Humber	5	35098	3603
2020-08-20	West Midlands	6	29504	4560
2020-08-20	South East	7	29504	4991
2020-08-20	South West	8	14250	1855
2020-08-20	East of England	9	26017	4120
2020-08-21	East Midlands	1	25796	2955
2020-08-21	North West	2	51661	6176
2020-08-21	North East	3	15909	2124
2020-08-21	London	4	38249	6195
2020-08-21	Yorkshire and The Humber	5	35227	3605
2020-08-21	West Midlands	6	29608	4560
2020-08-21	South East	7	29608	4991
2020-08-21	South West	8	14314	1855
2020-08-21	East of England	9	26080	4120
2020-08-22	East Midlands	1	25845	2956
2020-08-22	North West	2	51834	6178
2020-08-22	North East	3	15942	2124
2020-08-22	London	4	38368	6196
2020-08-22	Yorkshire and The Humber	5	35316	3606
2020-08-22	West Midlands	6	29684	4560
2020-08-22	South East	7	29684	4991
2020-08-22	South West	8	14353	1856
2020-08-22	East of England	9	26129	4120
2020-08-23	East Midlands	1	25897	2956
2020-08-23	North West	2	51952	6185
2020-08-23	North East	3	15965	2124
2020-08-23	London	4	38513	6196
2020-08-23	Yorkshire and The Humber	5	35410	3608
2020-08-23	West Midlands	6	29766	4560
2020-08-23	South East	7	29766	4992
2020-08-23	South West	8	14394	1857
2020-08-23	East of England	9	26181	4121
2020-08-24	East Midlands	1	25984	2956
2020-08-24	North West	2	52204	6189
2020-08-24	North East	3	16005	2124
2020-08-24	London	4	38709	6196
2020-08-24	Yorkshire and The Humber	5	35561	3608
2020-08-24	West Midlands	6	29903	4560
2020-08-24	South East	7	29903	4992
2020-08-24	South West	8	14443	1857
2020-08-24	East of England	9	26283	4122
2020-08-25	East Midlands	1	26057	2958
2020-08-25	North West	2	52416	6193
2020-08-25	North East	3	16054	2124
2020-08-25	London	4	38879	6197
2020-08-25	Yorkshire and The Humber	5	35696	3609
2020-08-25	West Midlands	6	30046	4560
2020-08-25	South East	7	30046	4994
2020-08-25	South West	8	14493	1858
2020-08-25	East of England	9	26383	4122
2020-08-26	East Midlands	1	26148	2958
2020-08-26	North West	2	52700	6198
2020-08-26	North East	3	16122	2124
2020-08-26	London	4	39043	6197
2020-08-26	Yorkshire and The Humber	5	35815	3610
2020-08-26	West Midlands	6	30170	4564
2020-08-26	South East	7	30170	4994
2020-08-26	South West	8	14555	1858
2020-08-26	East of England	9	26476	4123
2020-08-27	East Midlands	1	26232	2959
2020-08-27	North West	2	52987	6198
2020-08-27	North East	3	16189	2124
2020-08-27	London	4	39272	6197
2020-08-27	Yorkshire and The Humber	5	36006	3611
2020-08-27	West Midlands	6	30313	4565
2020-08-27	South East	7	30313	4997
2020-08-27	South West	8	14612	1859
2020-08-27	East of England	9	26596	4124
2020-08-28	East Midlands	1	26327	2959
2020-08-28	North West	2	53346	6200
2020-08-28	North East	3	16256	2125
2020-08-28	London	4	39492	6197
2020-08-28	Yorkshire and The Humber	5	36167	3612
2020-08-28	West Midlands	6	30465	4566
2020-08-28	South East	7	30465	4999
2020-08-28	South West	8	14684	1860
2020-08-28	East of England	9	26698	4124
2020-08-29	East Midlands	1	26375	2959
2020-08-29	North West	2	53591	6200
2020-08-29	North East	3	16334	2126
2020-08-29	London	4	39631	6197
2020-08-29	Yorkshire and The Humber	5	36337	3614
2020-08-29	West Midlands	6	30577	4567
2020-08-29	South East	7	30577	5000
2020-08-29	South West	8	14734	1860
2020-08-29	East of England	9	26778	4124
2020-08-30	East Midlands	1	26436	2961
2020-08-30	North West	2	53845	6202
2020-08-30	North East	3	16395	2126
2020-08-30	London	4	39764	6197
2020-08-30	Yorkshire and The Humber	5	36480	3615
2020-08-30	West Midlands	6	30671	4568
2020-08-30	South East	7	30671	5000
2020-08-30	South West	8	14769	1860
2020-08-30	East of England	9	26865	4124
2020-08-31	East Midlands	1	26522	2962
2020-08-31	North West	2	54110	6204
2020-08-31	North East	3	16486	2126
2020-08-31	London	4	39980	6198
2020-08-31	Yorkshire and The Humber	5	36672	3616
2020-08-31	West Midlands	6	30799	4568
2020-08-31	South East	7	30799	5002
2020-08-31	South West	8	14825	1860
2020-08-31	East of England	9	26967	4124
2020-09-01	East Midlands	1	26679	2962
2020-09-01	North West	2	54561	6205
2020-09-01	North East	3	16603	2126
2020-09-01	London	4	40294	6198
2020-09-01	Yorkshire and The Humber	5	36935	3616
2020-09-01	West Midlands	6	31054	4568
2020-09-01	South East	7	31054	5003
2020-09-01	South West	8	14924	1860
2020-09-01	East of England	9	27091	4124
2020-09-02	East Midlands	1	26923	2963
2020-09-02	North West	2	55226	6206
2020-09-02	North East	3	16730	2126
2020-09-02	London	4	40627	6199
2020-09-02	Yorkshire and The Humber	5	37307	3619
2020-09-02	West Midlands	6	31400	4568
2020-09-02	South East	7	31400	5004
2020-09-02	South West	8	15055	1860
2020-09-02	East of England	9	27262	4125
2020-09-03	East Midlands	1	27157	2963
2020-09-03	North West	2	55855	6208
2020-09-03	North East	3	16933	2126
2020-09-03	London	4	40974	6200
2020-09-03	Yorkshire and The Humber	5	37642	3620
2020-09-03	West Midlands	6	31764	4568
2020-09-03	South East	7	31764	5005
2020-09-03	South West	8	15201	1860
2020-09-03	East of England	9	27414	4126
2020-09-04	East Midlands	1	27338	2965
2020-09-04	North West	2	56487	6208
2020-09-04	North East	3	17109	2126
2020-09-04	London	4	41330	6200
2020-09-04	Yorkshire and The Humber	5	37944	3621
2020-09-04	West Midlands	6	32198	4569
2020-09-04	South East	7	32198	5006
2020-09-04	South West	8	15332	1861
2020-09-04	East of England	9	27533	4126
2020-09-05	East Midlands	1	27504	2965
2020-09-05	North West	2	57028	6215
2020-09-05	North East	3	17342	2127
2020-09-05	London	4	41602	6200
2020-09-05	Yorkshire and The Humber	5	38256	3624
2020-09-05	West Midlands	6	32503	4569
2020-09-05	South East	7	32503	5006
2020-09-05	South West	8	15415	1862
2020-09-05	East of England	9	27630	4126
2020-09-06	East Midlands	1	27639	2966
2020-09-06	North West	2	57603	6218
2020-09-06	North East	3	17512	2128
2020-09-06	London	4	41805	6202
2020-09-06	Yorkshire and The Humber	5	38559	3624
2020-09-06	West Midlands	6	32823	4569
2020-09-06	South East	7	32823	5006
2020-09-06	South West	8	15488	1862
2020-09-06	East of England	9	27709	4127
2020-09-07	East Midlands	1	27983	2967
2020-09-07	North West	2	58559	6226
2020-09-07	North East	3	17715	2129
2020-09-07	London	4	42268	6202
2020-09-07	Yorkshire and The Humber	5	39082	3625
2020-09-07	West Midlands	6	33309	4571
2020-09-07	South East	7	33309	5006
2020-09-07	South West	8	15585	1862
2020-09-07	East of England	9	27863	4127
2020-09-08	East Midlands	1	28296	2967
2020-09-08	North West	2	59414	6232
2020-09-08	North East	3	17938	2129
2020-09-08	London	4	42610	6202
2020-09-08	Yorkshire and The Humber	5	39461	3625
2020-09-08	West Midlands	6	33739	4574
2020-09-08	South East	7	33739	5006
2020-09-08	South West	8	15660	1862
2020-09-08	East of England	9	28030	4127
2020-09-09	East Midlands	1	28549	2968
2020-09-09	North West	2	60252	6237
2020-09-09	North East	3	18172	2129
2020-09-09	London	4	42954	6202
2020-09-09	Yorkshire and The Humber	5	39854	3628
2020-09-09	West Midlands	6	34125	4574
2020-09-09	South East	7	34125	5006
2020-09-09	South West	8	15736	1862
2020-09-09	East of England	9	28156	4127
2020-09-10	East Midlands	1	28756	2968
2020-09-10	North West	2	61165	6242
2020-09-10	North East	3	18407	2129
2020-09-10	London	4	43346	6204
2020-09-10	Yorkshire and The Humber	5	40316	3630
2020-09-10	West Midlands	6	34508	4575
2020-09-10	South East	7	34508	5007
2020-09-10	South West	8	15821	1863
2020-09-10	East of England	9	28320	4127
2020-09-11	East Midlands	1	28974	2968
2020-09-11	North West	2	62039	6244
2020-09-11	North East	3	18606	2130
2020-09-11	London	4	43679	6207
2020-09-11	Yorkshire and The Humber	5	40700	3632
2020-09-11	West Midlands	6	34868	4576
2020-09-11	South East	7	34868	5008
2020-09-11	South West	8	15915	1863
2020-09-11	East of England	9	28449	4127
2020-09-12	East Midlands	1	29116	2973
2020-09-12	North West	2	62796	6252
2020-09-12	North East	3	18761	2130
2020-09-12	London	4	43908	6207
2020-09-12	Yorkshire and The Humber	5	41012	3635
2020-09-12	West Midlands	6	35158	4576
2020-09-12	South East	7	35158	5010
2020-09-12	South West	8	15977	1863
2020-09-12	East of England	9	28532	4127
2020-09-13	East Midlands	1	29240	2974
2020-09-13	North West	2	63407	6253
2020-09-13	North East	3	18902	2131
2020-09-13	London	4	44022	6207
2020-09-13	Yorkshire and The Humber	5	41309	3638
2020-09-13	West Midlands	6	35374	4579
2020-09-13	South East	7	35374	5012
2020-09-13	South West	8	16032	1865
2020-09-13	East of England	9	28588	4128
2020-09-14	East Midlands	1	29439	2975
2020-09-14	North West	2	64456	6260
2020-09-14	North East	3	19098	2132
2020-09-14	London	4	44320	6207
2020-09-14	Yorkshire and The Humber	5	41695	3641
2020-09-14	West Midlands	6	35698	4582
2020-09-14	South East	7	35698	5013
2020-09-14	South West	8	16109	1865
2020-09-14	East of England	9	28730	4129
2020-09-15	East Midlands	1	29645	2976
2020-09-15	North West	2	65523	6265
2020-09-15	North East	3	19363	2133
2020-09-15	London	4	44590	6208
2020-09-15	Yorkshire and The Humber	5	42112	3643
2020-09-15	West Midlands	6	36058	4583
2020-09-15	South East	7	36058	5015
2020-09-15	South West	8	16195	1867
2020-09-15	East of England	9	28880	4129
2020-09-16	East Midlands	1	29888	2977
2020-09-16	North West	2	66967	6274
2020-09-16	North East	3	19692	2135
2020-09-16	London	4	44883	6210
2020-09-16	Yorkshire and The Humber	5	42656	3645
2020-09-16	West Midlands	6	36513	4586
2020-09-16	South East	7	36513	5017
2020-09-16	South West	8	16269	1867
2020-09-16	East of England	9	29022	4130
2020-09-17	East Midlands	1	30139	2977
2020-09-17	North West	2	68371	6282
2020-09-17	North East	3	20062	2139
2020-09-17	London	4	45206	6214
2020-09-17	Yorkshire and The Humber	5	43224	3648
2020-09-17	West Midlands	6	37020	4588
2020-09-17	South East	7	37020	5018
2020-09-17	South West	8	16375	1868
2020-09-17	East of England	9	29167	4131
2020-09-18	East Midlands	1	30397	2978
2020-09-18	North West	2	69770	6288
2020-09-18	North East	3	20525	2142
2020-09-18	London	4	45592	6215
2020-09-18	Yorkshire and The Humber	5	43781	3651
2020-09-18	West Midlands	6	37601	4593
2020-09-18	South East	7	37601	5019
2020-09-18	South West	8	16499	1869
2020-09-18	East of England	9	29373	4131
2020-09-19	East Midlands	1	30645	2980
2020-09-19	North West	2	71276	6293
2020-09-19	North East	3	20958	2143
2020-09-19	London	4	45930	6218
2020-09-19	Yorkshire and The Humber	5	44339	3653
2020-09-19	West Midlands	6	38179	4595
2020-09-19	South East	7	38179	5022
2020-09-19	South West	8	16625	1869
2020-09-19	East of England	9	29520	4131
2020-09-20	East Midlands	1	30910	2980
2020-09-20	North West	2	72836	6297
2020-09-20	North East	3	21546	2146
2020-09-20	London	4	46339	6222
2020-09-20	Yorkshire and The Humber	5	45004	3659
2020-09-20	West Midlands	6	38777	4603
2020-09-20	South East	7	38777	5022
2020-09-20	South West	8	16769	1870
2020-09-20	East of England	9	29683	4133
2020-09-21	East Midlands	1	31202	2983
2020-09-21	North West	2	74311	6300
2020-09-21	North East	3	22159	2151
2020-09-21	London	4	46766	6226
2020-09-21	Yorkshire and The Humber	5	45618	3663
2020-09-21	West Midlands	6	39426	4606
2020-09-21	South East	7	39426	5024
2020-09-21	South West	8	16920	1870
2020-09-21	East of England	9	29849	4133
2020-09-22	East Midlands	1	31472	2986
2020-09-22	North West	2	76278	6313
2020-09-22	North East	3	22707	2153
2020-09-22	London	4	47285	6232
2020-09-22	Yorkshire and The Humber	5	46330	3667
2020-09-22	West Midlands	6	40035	4609
2020-09-22	South East	7	40035	5024
2020-09-22	South West	8	17072	1870
2020-09-22	East of England	9	30061	4136
2020-09-23	East Midlands	1	31768	2987
2020-09-23	North West	2	78433	6333
2020-09-23	North East	3	23346	2158
2020-09-23	London	4	47944	6239
2020-09-23	Yorkshire and The Humber	5	47061	3670
2020-09-23	West Midlands	6	40718	4621
2020-09-23	South East	7	40718	5026
2020-09-23	South West	8	17242	1871
2020-09-23	East of England	9	30254	4137
2020-09-24	East Midlands	1	32104	2990
2020-09-24	North West	2	80642	6346
2020-09-24	North East	3	24065	2159
2020-09-24	London	4	48542	6241
2020-09-24	Yorkshire and The Humber	5	47978	3674
2020-09-24	West Midlands	6	41410	4626
2020-09-24	South East	7	41410	5028
2020-09-24	South West	8	17450	1873
2020-09-24	East of England	9	30482	4138
2020-09-25	East Midlands	1	32431	2993
2020-09-25	North West	2	82852	6355
2020-09-25	North East	3	24670	2165
2020-09-25	London	4	49145	6242
2020-09-25	Yorkshire and The Humber	5	48781	3675
2020-09-25	West Midlands	6	42011	4630
2020-09-25	South East	7	42011	5030
2020-09-25	South West	8	17670	1874
2020-09-25	East of England	9	30700	4140
2020-09-26	East Midlands	1	32757	2994
2020-09-26	North West	2	84873	6369
2020-09-26	North East	3	25449	2173
2020-09-26	London	4	49693	6243
2020-09-26	Yorkshire and The Humber	5	49596	3678
2020-09-26	West Midlands	6	42573	4634
2020-09-26	South East	7	42573	5033
2020-09-26	South West	8	17799	1874
2020-09-26	East of England	9	30867	4141
2020-09-27	East Midlands	1	33152	2998
2020-09-27	North West	2	87115	6383
2020-09-27	North East	3	26107	2184
2020-09-27	London	4	50223	6244
2020-09-27	Yorkshire and The Humber	5	50617	3681
2020-09-27	West Midlands	6	43068	4640
2020-09-27	South East	7	43068	5034
2020-09-27	South West	8	17920	1875
2020-09-27	East of England	9	31078	4142
2020-09-28	East Midlands	1	33711	2999
2020-09-28	North West	2	90098	6399
2020-09-28	North East	3	27077	2190
2020-09-28	London	4	50970	6249
2020-09-28	Yorkshire and The Humber	5	52061	3682
2020-09-28	West Midlands	6	43764	4645
2020-09-28	South East	7	43764	5041
2020-09-28	South West	8	18237	1876
2020-09-28	East of England	9	31391	4146
2020-09-29	East Midlands	1	34316	3002
2020-09-29	North West	2	93260	6411
2020-09-29	North East	3	28121	2195
2020-09-29	London	4	51673	6258
2020-09-29	Yorkshire and The Humber	5	53439	3685
2020-09-29	West Midlands	6	44520	4648
2020-09-29	South East	7	44520	5045
2020-09-29	South West	8	18509	1876
2020-09-29	East of England	9	31726	4150
2020-09-30	East Midlands	1	35184	3004
2020-09-30	North West	2	96885	6433
2020-09-30	North East	3	29079	2198
2020-09-30	London	4	52665	6264
2020-09-30	Yorkshire and The Humber	5	55227	3689
2020-09-30	West Midlands	6	45455	4654
2020-09-30	South East	7	45455	5047
2020-09-30	South West	8	18901	1877
2020-09-30	East of England	9	32089	4152
2020-10-01	East Midlands	1	36227	3006
2020-10-01	North West	2	100477	6453
2020-10-01	North East	3	30258	2203
2020-10-01	London	4	53739	6269
2020-10-01	Yorkshire and The Humber	5	57349	3695
2020-10-01	West Midlands	6	46341	4662
2020-10-01	South East	7	46341	5051
2020-10-01	South West	8	19298	1878
2020-10-01	East of England	9	32453	4155
2020-10-02	East Midlands	1	37425	3007
2020-10-02	North West	2	103899	6477
2020-10-02	North East	3	31473	2221
2020-10-02	London	4	54778	6272
2020-10-02	Yorkshire and The Humber	5	59550	3703
2020-10-02	West Midlands	6	47281	4667
2020-10-02	South East	7	47281	5054
2020-10-02	South West	8	19713	1879
2020-10-02	East of England	9	32865	4156
2020-10-03	East Midlands	1	38444	3014
2020-10-03	North West	2	106841	6500
2020-10-03	North East	3	32633	2228
2020-10-03	London	4	55570	6274
2020-10-03	Yorkshire and The Humber	5	61198	3710
2020-10-03	West Midlands	6	48024	4672
2020-10-03	South East	7	48024	5056
2020-10-03	South West	8	20113	1880
2020-10-03	East of England	9	33226	4157
2020-10-04	East Midlands	1	39596	3018
2020-10-04	North West	2	109745	6519
2020-10-04	North East	3	33827	2237
2020-10-04	London	4	56393	6276
2020-10-04	Yorkshire and The Humber	5	62870	3716
2020-10-04	West Midlands	6	48712	4680
2020-10-04	South East	7	48712	5058
2020-10-04	South West	8	20544	1883
2020-10-04	East of England	9	33587	4158
2020-10-05	East Midlands	1	41159	3021
2020-10-05	North West	2	114082	6541
2020-10-05	North East	3	35194	2244
2020-10-05	London	4	57685	6285
2020-10-05	Yorkshire and The Humber	5	65128	3726
2020-10-05	West Midlands	6	49867	4685
2020-10-05	South East	7	49867	5060
2020-10-05	South West	8	21191	1883
2020-10-05	East of England	9	34120	4159
2020-10-06	East Midlands	1	42651	3024
2020-10-06	North West	2	118611	6562
2020-10-06	North East	3	36635	2254
2020-10-06	London	4	58860	6290
2020-10-06	Yorkshire and The Humber	5	67535	3735
2020-10-06	West Midlands	6	51083	4693
2020-10-06	South East	7	51083	5061
2020-10-06	South West	8	21838	1884
2020-10-06	East of England	9	34688	4163
2020-10-07	East Midlands	1	44340	3028
2020-10-07	North West	2	122967	6591
2020-10-07	North East	3	38100	2265
2020-10-07	London	4	60274	6296
2020-10-07	Yorkshire and The Humber	5	70192	3748
2020-10-07	West Midlands	6	52300	4698
2020-10-07	South East	7	52300	5065
2020-10-07	South West	8	22627	1885
2020-10-07	East of England	9	35230	4171
2020-10-08	East Midlands	1	46267	3030
2020-10-08	North West	2	127242	6616
2020-10-08	North East	3	39467	2278
2020-10-08	London	4	61756	6301
2020-10-08	Yorkshire and The Humber	5	72617	3758
2020-10-08	West Midlands	6	53565	4710
2020-10-08	South East	7	53565	5070
2020-10-08	South West	8	23466	1886
2020-10-08	East of England	9	35814	4174
2020-10-09	East Midlands	1	47703	3035
2020-10-09	North West	2	130985	6643
2020-10-09	North East	3	40642	2285
2020-10-09	London	4	63102	6308
2020-10-09	Yorkshire and The Humber	5	74481	3770
2020-10-09	West Midlands	6	54749	4712
2020-10-09	South East	7	54749	5072
2020-10-09	South West	8	24219	1888
2020-10-09	East of England	9	36385	4176
2020-10-10	East Midlands	1	48820	3038
2020-10-10	North West	2	133921	6681
2020-10-10	North East	3	41483	2301
2020-10-10	London	4	63979	6313
2020-10-10	Yorkshire and The Humber	5	76397	3784
2020-10-10	West Midlands	6	55674	4715
2020-10-10	South East	7	55674	5075
2020-10-10	South West	8	24785	1889
2020-10-10	East of England	9	36714	4182
2020-10-11	East Midlands	1	49926	3045
2020-10-11	North West	2	136853	6720
2020-10-11	North East	3	42409	2315
2020-10-11	London	4	64720	6317
2020-10-11	Yorkshire and The Humber	5	78016	3795
2020-10-11	West Midlands	6	56584	4728
2020-10-11	South East	7	56584	5080
2020-10-11	South West	8	25265	1894
2020-10-11	East of England	9	37093	4186
2020-10-12	East Midlands	1	51685	3051
2020-10-12	North West	2	141607	6761
2020-10-12	North East	3	43793	2326
2020-10-12	London	4	66294	6323
2020-10-12	Yorkshire and The Humber	5	80764	3808
2020-10-12	West Midlands	6	58080	4733
2020-10-12	South East	7	58080	5088
2020-10-12	South West	8	26004	1898
2020-10-12	East of England	9	37799	4188
2020-10-13	East Midlands	1	53257	3061
2020-10-13	North West	2	145882	6793
2020-10-13	North East	3	45081	2339
2020-10-13	London	4	67717	6328
2020-10-13	Yorkshire and The Humber	5	83294	3819
2020-10-13	West Midlands	6	59571	4741
2020-10-13	South East	7	59571	5091
2020-10-13	South West	8	26957	1900
2020-10-13	East of England	9	38530	4190
2020-10-14	East Midlands	1	55047	3070
2020-10-14	North West	2	150359	6832
2020-10-14	North East	3	46464	2355
2020-10-14	London	4	69341	6332
2020-10-14	Yorkshire and The Humber	5	86064	3834
2020-10-14	West Midlands	6	61141	4750
2020-10-14	South East	7	61141	5094
2020-10-14	South West	8	27814	1903
2020-10-14	East of England	9	39210	4192
2020-10-15	East Midlands	1	56474	3084
2020-10-15	North West	2	154534	6876
2020-10-15	North East	3	47630	2371
2020-10-15	London	4	71062	6344
2020-10-15	Yorkshire and The Humber	5	88547	3847
2020-10-15	West Midlands	6	62723	4762
2020-10-15	South East	7	62723	5100
2020-10-15	South West	8	28490	1905
2020-10-15	East of England	9	40059	4197
2020-10-16	East Midlands	1	57766	3094
2020-10-16	North West	2	158423	6920
2020-10-16	North East	3	48707	2386
2020-10-16	London	4	72716	6351
2020-10-16	Yorkshire and The Humber	5	90974	3866
2020-10-16	West Midlands	6	64344	4775
2020-10-16	South East	7	64344	5103
2020-10-16	South West	8	29282	1909
2020-10-16	East of England	9	40718	4203
2020-10-17	East Midlands	1	58968	3111
2020-10-17	North West	2	162010	6976
2020-10-17	North East	3	49514	2404
2020-10-17	London	4	73823	6355
2020-10-17	Yorkshire and The Humber	5	93338	3897
2020-10-17	West Midlands	6	65577	4789
2020-10-17	South East	7	65577	5107
2020-10-17	South West	8	29929	1918
2020-10-17	East of England	9	41226	4211
2020-10-18	East Midlands	1	60054	3117
2020-10-18	North West	2	165223	7027
2020-10-18	North East	3	50338	2419
2020-10-18	London	4	75120	6361
2020-10-18	Yorkshire and The Humber	5	95554	3917
2020-10-18	West Midlands	6	66762	4795
2020-10-18	South East	7	66762	5113
2020-10-18	South West	8	30517	1922
2020-10-18	East of England	9	41811	4217
2020-10-19	East Midlands	1	62437	3126
2020-10-19	North West	2	171380	7081
2020-10-19	North East	3	51746	2441
2020-10-19	London	4	77456	6372
2020-10-19	Yorkshire and The Humber	5	99384	3948
2020-10-19	West Midlands	6	68963	4806
2020-10-19	South East	7	68963	5124
2020-10-19	South West	8	31648	1925
2020-10-19	East of England	9	42847	4223
2020-10-20	East Midlands	1	64566	3143
2020-10-20	North West	2	176975	7135
2020-10-20	North East	3	53177	2458
2020-10-20	London	4	79774	6379
2020-10-20	Yorkshire and The Humber	5	102943	3983
2020-10-20	West Midlands	6	71235	4823
2020-10-20	South East	7	71235	5134
2020-10-20	South West	8	32787	1928
2020-10-20	East of England	9	43942	4234
2020-10-21	East Midlands	1	66679	3154
2020-10-21	North West	2	182523	7197
2020-10-21	North East	3	54683	2477
2020-10-21	London	4	82125	6394
2020-10-21	Yorkshire and The Humber	5	106431	4023
2020-10-21	West Midlands	6	73461	4835
2020-10-21	South East	7	73461	5147
2020-10-21	South West	8	34147	1935
2020-10-21	East of England	9	44987	4246
2020-10-22	East Midlands	1	68802	3179
2020-10-22	North West	2	187306	7256
2020-10-22	North East	3	55910	2499
2020-10-22	London	4	84294	6405
2020-10-22	Yorkshire and The Humber	5	109729	4049
2020-10-22	West Midlands	6	75569	4856
2020-10-22	South East	7	75569	5156
2020-10-22	South West	8	35425	1940
2020-10-22	East of England	9	45985	4255
2020-10-23	East Midlands	1	70639	3200
2020-10-23	North West	2	191786	7318
2020-10-23	North East	3	56946	2512
2020-10-23	London	4	86301	6411
2020-10-23	Yorkshire and The Humber	5	112706	4081
2020-10-23	West Midlands	6	77601	4879
2020-10-23	South East	7	77601	5164
2020-10-23	South West	8	36560	1945
2020-10-23	East of England	9	46979	4271
2020-10-24	East Midlands	1	72099	3222
2020-10-24	North West	2	195180	7375
2020-10-24	North East	3	57807	2526
2020-10-24	London	4	87735	6429
2020-10-24	Yorkshire and The Humber	5	114954	4107
2020-10-24	West Midlands	6	79146	4890
2020-10-24	South East	7	79146	5174
2020-10-24	South West	8	37348	1952
2020-10-24	East of England	9	47579	4277
2020-10-25	East Midlands	1	73574	3244
2020-10-25	North West	2	198459	7453
2020-10-25	North East	3	58656	2542
2020-10-25	London	4	89026	6440
2020-10-25	Yorkshire and The Humber	5	117106	4140
2020-10-25	West Midlands	6	80732	4907
2020-10-25	South East	7	80732	5185
2020-10-25	South West	8	38257	1957
2020-10-25	East of England	9	48148	4290
2020-10-26	East Midlands	1	75929	3265
2020-10-26	North West	2	204002	7522
2020-10-26	North East	3	59973	2563
2020-10-26	London	4	91550	6452
2020-10-26	Yorkshire and The Humber	5	120955	4179
2020-10-26	West Midlands	6	83367	4933
2020-10-26	South East	7	83367	5200
2020-10-26	South West	8	39601	1965
2020-10-26	East of England	9	49292	4300
2020-10-27	East Midlands	1	77976	3289
2020-10-27	North West	2	208940	7590
2020-10-27	North East	3	61146	2582
2020-10-27	London	4	93635	6466
2020-10-27	Yorkshire and The Humber	5	124532	4214
2020-10-27	West Midlands	6	85793	4960
2020-10-27	South East	7	85793	5206
2020-10-27	South West	8	41027	1976
2020-10-27	East of England	9	50230	4312
2020-10-28	East Midlands	1	80120	3318
2020-10-28	North West	2	213588	7663
2020-10-28	North East	3	62311	2609
2020-10-28	London	4	95601	6487
2020-10-28	Yorkshire and The Humber	5	128111	4251
2020-10-28	West Midlands	6	88334	4973
2020-10-28	South East	7	88334	5221
2020-10-28	South West	8	42399	1984
2020-10-28	East of England	9	51249	4327
2020-10-29	East Midlands	1	82219	3339
2020-10-29	North West	2	218132	7753
2020-10-29	North East	3	63431	2625
2020-10-29	London	4	97610	6499
2020-10-29	Yorkshire and The Humber	5	131571	4292
2020-10-29	West Midlands	6	90821	4998
2020-10-29	South East	7	90821	5232
2020-10-29	South West	8	43805	1999
2020-10-29	East of England	9	52226	4345
2020-10-30	East Midlands	1	84277	3366
2020-10-30	North West	2	222506	7849
2020-10-30	North East	3	64637	2651
2020-10-30	London	4	99480	6513
2020-10-30	Yorkshire and The Humber	5	135031	4338
2020-10-30	West Midlands	6	93410	5028
2020-10-30	South East	7	93410	5243
2020-10-30	South West	8	45050	2011
2020-10-30	East of England	9	53218	4363
2020-10-31	East Midlands	1	85778	3396
2020-10-31	North West	2	225649	7932
2020-10-31	North East	3	65521	2669
2020-10-31	London	4	100864	6520
2020-10-31	Yorkshire and The Humber	5	137657	4392
2020-10-31	West Midlands	6	95350	5060
